Timestamp,Value
2026-01-02T03:38:27.878Z,61.128555
2026-01-02T03:38:28.075Z,41.181343
2026-01-02T03:38:28.284Z,55.729099
2026-01-02T03:38:28.493Z,39.502754
2026-01-02T03:38:28.694Z,37.544403
2026-01-02T03:38:28.895Z,29.990759
2026-01-02T03:38:29.096Z,48.371292
2026-01-02T03:38:29.293Z,42.356354
2026-01-02T03:38:29.490Z,45.433762
2026-01-02T03:38:29.693Z,42.3004
2026-01-02T03:38:29.890Z,42.076588
2026-01-02T03:38:30.089Z,44.090893
2026-01-02T03:38:30.296Z,43.195644
2026-01-02T03:38:30.491Z,39.78252
2026-01-02T03:38:30.694Z,38.99918
2026-01-02T03:38:30.895Z,31.33363
2026-01-02T03:38:31.094Z,32.564594
2026-01-02T03:38:31.307Z,39.558708
2026-01-02T03:38:31.504Z,35.138428
2026-01-02T03:38:31.705Z,42.524212
2026-01-02T03:38:31.906Z,37.936073
2026-01-02T03:38:32.099Z,41.181343
2026-01-02T03:38:32.298Z,37.992027
2026-01-02T03:38:32.501Z,38.383698
2026-01-02T03:38:32.704Z,33.347935
2026-01-02T03:38:32.905Z,35.75391
2026-01-02T03:38:33.112Z,43.419456
2026-01-02T03:38:33.307Z,45.209949
2026-01-02T03:38:33.514Z,39.05513
2026-01-02T03:38:33.705Z,47.028419
2026-01-02T03:38:33.920Z,33.347935
2026-01-02T03:38:34.121Z,35.138428
2026-01-02T03:38:34.316Z,45.209949
2026-01-02T03:38:34.515Z,35.250332
2026-01-02T03:38:34.712Z,42.859928
2026-01-02T03:38:34.913Z,40.901577
2026-01-02T03:38:35.112Z,33.795559
2026-01-02T03:38:35.315Z,47.028419
2026-01-02T03:38:35.520Z,38.66346
2026-01-02T03:38:35.717Z,51.001076
2026-01-02T03:38:35.920Z,33.515793
2026-01-02T03:38:36.121Z,38.383698
2026-01-02T03:38:36.324Z,40.677765
2026-01-02T03:38:36.533Z,37.712261
2026-01-02T03:38:36.728Z,42.524212
2026-01-02T03:38:36.925Z,40.006329
2026-01-02T03:38:37.134Z,43.867081
2026-01-02T03:38:37.327Z,30.941959
2026-01-02T03:38:37.528Z,38.607506
2026-01-02T03:38:37.725Z,43.195644
2026-01-02T03:38:37.930Z,36.537251
2026-01-02T03:38:38.131Z,40.006329
2026-01-02T03:38:38.330Z,44.034939
2026-01-02T03:38:38.529Z,33.627697
2026-01-02T03:38:38.730Z,36.817013
2026-01-02T03:38:38.945Z,37.600357
2026-01-02T03:38:39.146Z,39.334896
2026-01-02T03:38:39.343Z,30.438383
2026-01-02T03:38:39.532Z,51.504654
2026-01-02T03:38:39.741Z,33.795559
2026-01-02T03:38:39.940Z,41.349201
2026-01-02T03:38:40.139Z,39.78252
2026-01-02T03:38:40.338Z,35.697956
2026-01-02T03:38:40.539Z,38.439648
2026-01-02T03:38:40.742Z,43.811127
2026-01-02T03:38:40.945Z,37.656307
2026-01-02T03:38:41.148Z,39.111084
2026-01-02T03:38:41.345Z,38.66346
2026-01-02T03:38:41.558Z,37.488449
2026-01-02T03:38:41.759Z,31.781252
2026-01-02T03:38:41.952Z,37.320591
2026-01-02T03:38:42.153Z,36.817013
2026-01-02T03:38:42.352Z,41.405151
2026-01-02T03:38:42.555Z,37.768215
2026-01-02T03:38:42.750Z,35.75391
2026-01-02T03:38:42.953Z,33.236027
2026-01-02T03:38:43.152Z,44.314705
2026-01-02T03:38:43.363Z,37.712261
2026-01-02T03:38:43.560Z,38.887272
2026-01-02T03:38:43.761Z,37.712261
2026-01-02T03:38:43.956Z,35.586052
2026-01-02T03:38:44.171Z,39.614658
2026-01-02T03:38:44.370Z,41.964684
2026-01-02T03:38:44.569Z,41.628963
2026-01-02T03:38:44.770Z,36.14558
2026-01-02T03:38:44.973Z,39.334896
2026-01-02T03:38:45.166Z,38.607506
2026-01-02T03:38:45.367Z,42.076588
2026-01-02T03:38:45.562Z,36.649155
2026-01-02T03:38:45.765Z,42.971836
2026-01-02T03:38:45.964Z,36.593204
2026-01-02T03:38:46.169Z,34.802711
2026-01-02T03:38:46.370Z,53.938606
2026-01-02T03:38:46.583Z,42.748024
2026-01-02T03:38:46.784Z,30.997911
2026-01-02T03:38:46.981Z,36.928921
2026-01-02T03:38:47.186Z,37.768215
2026-01-02T03:38:47.373Z,39.05513
2026-01-02T03:38:47.578Z,48.091526
2026-01-02T03:38:47.781Z,33.459839
