Timestamp,Value
2026-01-02T23:09:57.067Z,-129.055389
2026-01-02T23:09:57.273Z,-137.140579
2026-01-02T23:09:57.466Z,-145.645432
2026-01-02T23:09:57.665Z,-135.406036
2026-01-02T23:09:57.868Z,-130.510162
2026-01-02T23:09:58.067Z,-134.286987
2026-01-02T23:09:58.272Z,-137.672134
2026-01-02T23:09:58.469Z,-139.462631
2026-01-02T23:09:58.670Z,-126.089882
2026-01-02T23:09:58.871Z,-139.630493
2026-01-02T23:09:59.080Z,-138.735245
2026-01-02T23:09:59.281Z,-132.720306
2026-01-02T23:09:59.488Z,-134.95842
2026-01-02T23:09:59.687Z,-135.126282
2026-01-02T23:09:59.882Z,-141.896576
2026-01-02T23:10:00.076Z,-129.782776
2026-01-02T23:10:00.276Z,-131.601242
2026-01-02T23:10:00.481Z,-142.148361
2026-01-02T23:10:00.678Z,-125.474403
2026-01-02T23:10:00.882Z,-129.503006
2026-01-02T23:10:01.083Z,-128.439911
2026-01-02T23:10:01.280Z,-133.391739
2026-01-02T23:10:01.480Z,-130.006592
2026-01-02T23:10:01.689Z,-140.973358
2026-01-02T23:10:01.884Z,-132.720306
2026-01-02T23:10:02.085Z,-134.231033
2026-01-02T23:10:02.297Z,-134.510788
2026-01-02T23:10:02.490Z,-142.568008
2026-01-02T23:10:02.687Z,-135.126282
2026-01-02T23:10:02.888Z,-136.469147
2026-01-02T23:10:03.090Z,-133.839355
2026-01-02T23:10:03.289Z,-126.537506
2026-01-02T23:10:03.501Z,-131.769104
2026-01-02T23:10:03.698Z,-132.720306
2026-01-02T23:10:03.906Z,-134.734604
2026-01-02T23:10:04.101Z,-131.293503
2026-01-02T23:10:04.308Z,-126.649414
2026-01-02T23:10:04.497Z,-125.866074
2026-01-02T23:10:04.702Z,-134.342941
2026-01-02T23:10:04.906Z,-140.301926
2026-01-02T23:10:05.101Z,-125.642258
2026-01-02T23:10:05.304Z,-138.399521
2026-01-02T23:10:05.503Z,-137.448318
2026-01-02T23:10:05.704Z,-131.069687
2026-01-02T23:10:05.902Z,-131.99292
2026-01-02T23:10:06.112Z,-134.902466
2026-01-02T23:10:06.313Z,-128.383957
2026-01-02T23:10:06.518Z,-132.552444
2026-01-02T23:10:06.721Z,-131.657196
2026-01-02T23:10:06.915Z,-135.182236
2026-01-02T23:10:07.118Z,-134.007217
2026-01-02T23:10:07.312Z,-127.880379
2026-01-02T23:10:07.513Z,-134.063171
2026-01-02T23:10:07.726Z,-141.309067
2026-01-02T23:10:07.917Z,-136.525101
2026-01-02T23:10:08.118Z,-127.320847
2026-01-02T23:10:08.319Z,-139.014999
2026-01-02T23:10:08.516Z,-132.048874
2026-01-02T23:10:08.721Z,-134.510788
2026-01-02T23:10:08.934Z,-140.35788
2026-01-02T23:10:09.130Z,-126.369644
2026-01-02T23:10:09.319Z,-143.854935
2026-01-02T23:10:09.520Z,-126.59346
2026-01-02T23:10:09.734Z,-131.013733
2026-01-02T23:10:09.931Z,-136.581055
2026-01-02T23:10:10.122Z,-134.734604
2026-01-02T23:10:10.335Z,-142.148361
2026-01-02T23:10:10.528Z,-137.168564
2026-01-02T23:10:10.731Z,-129.894684
2026-01-02T23:10:10.926Z,-137.280457
2026-01-02T23:10:11.131Z,-137.672134
2026-01-02T23:10:11.346Z,-135.853668
2026-01-02T23:10:11.547Z,-131.629227
2026-01-02T23:10:11.748Z,-130.789932
2026-01-02T23:10:11.938Z,-122.508896
2026-01-02T23:10:12.139Z,-137.392365
2026-01-02T23:10:12.347Z,-136.83284
2026-01-02T23:10:12.537Z,-131.853027
2026-01-02T23:10:12.745Z,-135.46199
2026-01-02T23:10:12.940Z,-138.735245
2026-01-02T23:10:13.139Z,-131.797073
2026-01-02T23:10:13.338Z,-138.399521
2026-01-02T23:10:13.539Z,-125.250587
2026-01-02T23:10:13.745Z,-131.125641
2026-01-02T23:10:13.943Z,-138.511429
2026-01-02T23:10:14.147Z,-131.069687
2026-01-02T23:10:14.355Z,-139.966202
2026-01-02T23:10:14.559Z,-137.672134
2026-01-02T23:10:14.757Z,-123.571999
2026-01-02T23:10:14.958Z,-132.608398
2026-01-02T23:10:15.157Z,-144.638275
2026-01-02T23:10:15.354Z,-135.406036
2026-01-02T23:10:15.550Z,-135.182236
2026-01-02T23:10:15.753Z,-127.880379
2026-01-02T23:10:15.952Z,-133.839355
2026-01-02T23:10:16.152Z,-134.95842
2026-01-02T23:10:16.352Z,-143.407303
2026-01-02T23:10:16.569Z,-134.231033
2026-01-02T23:10:16.770Z,-133.615555
2026-01-02T23:10:16.971Z,-141.476929
