Timestamp,PDoA,AoA
2026-01-04T02:51:33.310Z,82.446609,30.109836681646662
2026-01-04T02:51:33.511Z,83.733528,30.62984626671803
2026-01-04T02:51:33.714Z,83.789482,30.65251887907956
2026-01-04T02:51:33.910Z,85.412117,31.312355403142313
2026-01-04T02:51:34.128Z,87.985954,32.368618704071785
2026-01-04T02:51:34.329Z,81.411484,29.693550084671664
2026-01-04T02:51:34.526Z,80.068611,29.15605260457569
2026-01-04T02:51:34.719Z,83.789482,30.65251887907956
2026-01-04T02:51:34.926Z,72.906639,26.33455786078692
2026-01-04T02:51:35.123Z,88.209763,32.4610451973605
2026-01-04T02:51:35.324Z,82.670425,30.200076759064235
2026-01-04T02:51:35.527Z,90.168114,33.27389578896756
2026-01-04T02:51:35.728Z,82.726379,30.22264969764842
2026-01-04T02:51:35.925Z,83.341858,30.471289517089854
2026-01-04T02:51:36.124Z,74.697136,27.033178545346402
2026-01-04T02:51:36.327Z,77.382874,28.089367512073515
2026-01-04T02:51:36.528Z,75.424522,27.318230708104263
2026-01-04T02:51:36.731Z,77.438828,28.1114811644413
2026-01-04T02:51:36.934Z,83.174004,30.403417518040616
2026-01-04T02:51:37.143Z,89.496681,32.99436328453337
2026-01-04T02:51:37.338Z,80.96386,29.514067812581935
2026-01-04T02:51:37.543Z,88.209763,32.4610451973605
2026-01-04T02:51:37.742Z,79.788849,29.04443048991336
2026-01-04T02:51:37.931Z,80.740051,29.42444723723068
2026-01-04T02:51:38.134Z,84.181152,30.81137323951748
2026-01-04T02:51:38.332Z,76.151909,27.604017701560615
2026-01-04T02:51:38.534Z,81.915062,29.895852135874105
2026-01-04T02:51:38.734Z,84.349014,30.87953546641244
2026-01-04T02:51:38.952Z,73.857841,26.705166973139324
2026-01-04T02:51:39.149Z,81.803154,29.85086002476717
2026-01-04T02:51:39.346Z,83.341858,30.471289517089854
2026-01-04T02:51:39.545Z,81.7472,29.828371572604922
2026-01-04T02:51:39.756Z,79.844803,29.066745874561555
2026-01-04T02:51:39.957Z,78.50193,28.53250452392924
2026-01-04T02:51:40.158Z,82.726379,30.22264969764842
2026-01-04T02:51:40.355Z,75.816193,27.472024359084052
2026-01-04T02:51:40.550Z,83.11805,30.38080292679218
2026-01-04T02:51:40.745Z,80.740051,29.42444723723068
2026-01-04T02:51:40.950Z,80.348381,29.26779936368662
2026-01-04T02:51:41.153Z,73.801888,26.68333323530847
2026-01-04T02:51:41.352Z,80.460281,29.312529060301962
2026-01-04T02:51:41.548Z,84.460915,30.9250010529263
2026-01-04T02:51:41.756Z,81.187675,29.60377022088027
2026-01-04T02:51:41.959Z,77.830498,28.266401597599486
2026-01-04T02:51:42.154Z,83.845436,30.675196809713768
2026-01-04T02:51:42.363Z,82.278755,30.042213909241553
2026-01-04T02:51:42.570Z,85.859741,31.495190810163088
2026-01-04T02:51:42.761Z,76.767395,27.84642249181051
2026-01-04T02:51:42.970Z,73.857841,26.705166973139324
2026-01-04T02:51:43.165Z,70.192924,25.28364659896291
2026-01-04T02:51:43.358Z,82.278755,30.042213909241553
2026-01-04T02:51:43.565Z,83.11805,30.38080292679218
2026-01-04T02:51:43.762Z,82.278755,30.042213909241553
2026-01-04T02:51:43.963Z,93.525291,34.68534587105792
2026-01-04T02:51:44.166Z,82.082916,29.96337520380894
2026-01-04T02:51:44.367Z,88.825241,32.715710550389645
2026-01-04T02:51:44.568Z,81.635292,29.783409840641287
2026-01-04T02:51:44.769Z,85.635925,31.403726949407705
2026-01-04T02:51:44.982Z,79.620987,28.977513262656366
2026-01-04T02:51:45.183Z,86.922844,31.9308660848794
2026-01-04T02:51:45.380Z,81.019814,29.53648605130676
2026-01-04T02:51:45.585Z,74.529274,26.967498792550604
2026-01-04T02:51:45.774Z,88.825241,32.715710550389645
2026-01-04T02:51:45.979Z,75.14476,27.20850976421364
2026-01-04T02:51:46.178Z,80.516235,29.334902860388546
2026-01-04T02:51:46.377Z,84.01329,30.743259339269855
2026-01-04T02:51:46.578Z,81.915062,29.895852135874105
2026-01-04T02:51:46.781Z,81.691246,29.805888180187445
2026-01-04T02:51:46.982Z,88.545479,32.59986415275564
2026-01-04T02:51:47.179Z,83.11805,30.38080292679218
2026-01-04T02:51:47.381Z,84.684731,31.016002852364817
2026-01-04T02:51:47.595Z,83.285904,30.44865918879597
2026-01-04T02:51:47.783Z,72.235207,26.073666978824754
2026-01-04T02:51:47.995Z,75.592384,27.38411726004732
2026-01-04T02:51:48.194Z,78.613838,28.576921269835253
2026-01-04T02:51:48.391Z,86.643082,31.81601660896171
2026-01-04T02:51:48.590Z,75.368568,27.29627722358669
2026-01-04T02:51:48.789Z,82.614471,30.177508995222375
2026-01-04T02:51:48.988Z,89.72049,33.087441137374654
2026-01-04T02:51:49.191Z,79.844803,29.066745874561555
2026-01-04T02:51:49.392Z,83.062096,30.358193567143
2026-01-04T02:51:49.597Z,75.648331,27.406085413988325
2026-01-04T02:51:49.798Z,79.341225,28.866083768161225
2026-01-04T02:51:49.993Z,67.619095,24.29525872744809
2026-01-04T02:51:50.208Z,81.859108,29.873353543558494
2026-01-04T02:51:50.409Z,79.900757,29.089066091182104
2026-01-04T02:51:50.602Z,82.278755,30.042213909241553
2026-01-04T02:51:50.807Z,75.592384,27.38411726004732
2026-01-04T02:51:51.010Z,83.565674,30.561863505406805
2026-01-04T02:51:51.207Z,78.7817,28.64358158557855
2026-01-04T02:51:51.398Z,75.816193,27.472024359084052
2026-01-04T02:51:51.603Z,83.11805,30.38080292679218
2026-01-04T02:51:51.800Z,85.747833,31.4494477176984
2026-01-04T02:51:52.002Z,77.886452,28.288551903993824
2026-01-04T02:51:52.204Z,86.699036,31.838975716808246
2026-01-04T02:51:52.404Z,84.852585,31.084308002591843
2026-01-04T02:51:52.616Z,86.419266,31.724237162093242
2026-01-04T02:51:52.816Z,79.732895,29.022119930717903
2026-01-04T02:51:53.022Z,73.354263,26.508812984812536
2026-01-04T02:51:53.218Z,85.412117,31.312355403142313
