Timestamp,PDoA,AoA
2026-01-04T02:48:27.855Z,-31.109818,-10.911500727111639
2026-01-04T02:48:28.058Z,-29.822901,-10.454934352943564
2026-01-04T02:48:28.251Z,-32.228874,-11.30908401519365
2026-01-04T02:48:28.454Z,-22.493071,-7.8663389193499205
2026-01-04T02:48:28.649Z,-28.759796,-10.078277970092474
2026-01-04T02:48:28.852Z,-29.766949,-10.43509940216769
2026-01-04T02:48:29.049Z,-24.954998,-8.733721913920833
2026-01-04T02:48:29.249Z,-25.626432,-8.97062263867961
2026-01-04T02:48:29.452Z,-29.375278,-10.296287526438734
2026-01-04T02:48:29.651Z,-31.109818,-10.911500727111639
2026-01-04T02:48:29.867Z,-20.11507,-7.030245954516968
2026-01-04T02:48:30.068Z,-30.102665,-10.554129584835222
2026-01-04T02:48:30.265Z,-29.431231,-10.316114034708004
2026-01-04T02:48:30.464Z,-26.969303,-9.444893698851379
2026-01-04T02:48:30.667Z,-26.969303,-9.444893698851379
2026-01-04T02:48:30.866Z,-37.320591,-13.125394066030747
2026-01-04T02:48:31.065Z,-25.01095,-8.753457543512077
2026-01-04T02:48:31.266Z,-26.297867,-9.207678443553554
2026-01-04T02:48:31.467Z,-27.416925,-9.603127052119765
2026-01-04T02:48:31.666Z,-29.319324,-10.276461910127727
2026-01-04T02:48:31.867Z,-26.353821,-9.227440597601184
2026-01-04T02:48:32.068Z,-30.774101,-10.792330209844932
2026-01-04T02:48:32.269Z,-24.954998,-8.733721913920833
2026-01-04T02:48:32.470Z,-27.193113,-9.52400085753464
2026-01-04T02:48:32.681Z,-28.983606,-10.15753636389674
2026-01-04T02:48:32.880Z,-37.992027,-13.365871167618796
2026-01-04T02:48:33.079Z,-25.738338,-9.010121135668653
2026-01-04T02:48:33.276Z,-30.997911,-10.87177146498743
2026-01-04T02:48:33.488Z,-29.319324,-10.276461910127727
2026-01-04T02:48:33.672Z,-31.613394,-11.090346489008411
2026-01-04T02:48:33.873Z,-27.472879,-9.622911837467177
2026-01-04T02:48:34.075Z,-32.172924,-11.28919290259388
2026-01-04T02:48:34.277Z,-31.893158,-11.189752275961725
2026-01-04T02:48:34.487Z,-33.236027,-11.667381684535885
2026-01-04T02:48:34.693Z,-31.781252,-11.149985742334454
2026-01-04T02:48:34.890Z,-26.353821,-9.227440597601184
2026-01-04T02:48:35.085Z,-27.193113,-9.52400085753464
2026-01-04T02:48:35.294Z,-30.774101,-10.792330209844932
2026-01-04T02:48:35.493Z,-19.555542,-6.83374393647575
2026-01-04T02:48:35.698Z,-33.851509,-11.886568287448734
2026-01-04T02:48:35.897Z,-23.724033,-8.299790437015288
2026-01-04T02:48:36.096Z,-25.458574,-8.911383298417526
2026-01-04T02:48:36.288Z,-37.712261,-13.265643127883159
2026-01-04T02:48:36.488Z,-29.151466,-10.216993929957622
2026-01-04T02:48:36.689Z,-25.626432,-8.97062263867961
2026-01-04T02:48:36.890Z,-21.457941,-7.502195977564362
2026-01-04T02:48:37.093Z,-27.416925,-9.603127052119765
2026-01-04T02:48:37.292Z,-20.506741,-7.167847185929288
2026-01-04T02:48:37.493Z,-24.507374,-8.57587144017077
2026-01-04T02:48:37.692Z,-25.906197,-9.069376983941504
2026-01-04T02:48:37.893Z,-25.514526,-8.931128439630866
2026-01-04T02:48:38.098Z,-27.025255,-9.464668602427452
2026-01-04T02:48:38.293Z,-26.633585,-9.32626590992477
2026-01-04T02:48:38.508Z,-33.795559,-11.866636024513085
2026-01-04T02:48:38.713Z,-28.927654,-10.137720106990546
2026-01-04T02:48:38.904Z,-32.228874,-11.30908401519365
2026-01-04T02:48:39.104Z,-26.745491,-9.365803998812519
2026-01-04T02:48:39.302Z,-38.383698,-13.506260018282877
2026-01-04T02:48:39.503Z,-26.074057,-9.128642969281234
2026-01-04T02:48:39.702Z,-30.997911,-10.87177146498743
2026-01-04T02:48:39.907Z,-22.716881,-7.9451134067595985
2026-01-04T02:48:40.108Z,-35.02652,-12.305508978657812
2026-01-04T02:48:40.307Z,-25.40262,-8.891638518360562
2026-01-04T02:48:40.514Z,-33.795559,-11.866636024513085
2026-01-04T02:48:40.723Z,-28.871702,-10.117905075481698
2026-01-04T02:48:40.924Z,-32.228874,-11.30908401519365
2026-01-04T02:48:41.119Z,-30.046713,-10.53428827205297
2026-01-04T02:48:41.316Z,-22.716881,-7.9451134067595985
2026-01-04T02:48:41.515Z,-38.383698,-13.506260018282877
2026-01-04T02:48:41.712Z,-35.250332,-12.385382439101663
2026-01-04T02:48:41.919Z,-25.682386,-8.99037170163211
2026-01-04T02:48:42.114Z,-22.381165,-7.8269569439075175
2026-01-04T02:48:42.315Z,-23.444269,-8.201237657280467
2026-01-04T02:48:42.521Z,-24.339516,-8.516694834609535
2026-01-04T02:48:42.723Z,-30.718147,-10.772472650150272
2026-01-04T02:48:42.926Z,-23.612127,-8.26036623331519
2026-01-04T02:48:43.120Z,-17.205521,-6.009287884919138
2026-01-04T02:48:43.337Z,-33.347935,-11.707221596326546
2026-01-04T02:48:43.535Z,-24.563328,-8.595599490700602
2026-01-04T02:48:43.734Z,-26.521679,-9.28673230130758
2026-01-04T02:48:43.939Z,-26.745491,-9.365803998812519
2026-01-04T02:48:44.128Z,-26.130009,-9.148400012947427
2026-01-04T02:48:44.327Z,-21.234129,-7.423502901003952
2026-01-04T02:48:44.526Z,-31.613394,-11.090346489008411
2026-01-04T02:48:44.729Z,-25.682386,-8.99037170163211
2026-01-04T02:48:44.930Z,-20.898413,-7.305490340190009
2026-01-04T02:48:45.137Z,-27.193113,-9.52400085753464
2026-01-04T02:48:45.338Z,-25.682386,-8.99037170163211
2026-01-04T02:48:45.539Z,-28.64789,-10.038655735322628
2026-01-04T02:48:45.738Z,-27.305019,-9.563561653466184
2026-01-04T02:48:45.941Z,-37.096779,-13.045287523244886
2026-01-04T02:48:46.150Z,-25.626432,-8.97062263867961
2026-01-04T02:48:46.345Z,-29.431231,-10.316114034708004
2026-01-04T02:48:46.548Z,-29.095512,-10.19717327273586
2026-01-04T02:48:46.753Z,-28.759796,-10.078277970092474
2026-01-04T02:48:46.944Z,-28.871702,-10.117905075481698
2026-01-04T02:48:47.141Z,-27.193113,-9.52400085753464
2026-01-04T02:48:47.344Z,-25.066904,-8.773194925391465
2026-01-04T02:48:47.541Z,-20.394836,-7.128528694110677
2026-01-04T02:48:47.744Z,-31.557442,-11.070469681834936
