Timestamp,PDoA,AoA
2026-01-04T02:45:26.356Z,-64.094055,-22.953894704706816
2026-01-04T02:45:26.561Z,-72.459015,-26.160564667398518
2026-01-04T02:45:26.756Z,-77.662636,-28.199978274030702
2026-01-04T02:45:26.951Z,-79.956711,-29.1113911463047
2026-01-04T02:45:27.154Z,-72.514969,-26.182299975866183
2026-01-04T02:45:27.355Z,-80.460281,-29.312529060301962
2026-01-04T02:45:27.555Z,-85.300209,-31.266701236274837
2026-01-04T02:45:27.753Z,-69.409584,-24.98199568389434
2026-01-04T02:45:27.952Z,-73.130455,-26.421654063997046
2026-01-04T02:45:28.157Z,-72.347115,-26.117109299466488
2026-01-04T02:45:28.358Z,-81.019814,-29.53648605130676
2026-01-04T02:45:28.559Z,-73.801888,-26.68333323530847
2026-01-04T02:45:28.772Z,-77.886452,-28.288551903993824
2026-01-04T02:45:28.973Z,-78.949554,-28.710281109489987
2026-01-04T02:45:29.156Z,-80.068611,-29.15605260457569
2026-01-04T02:45:29.367Z,-73.969749,-26.748847794286856
2026-01-04T02:45:29.562Z,-72.682831,-26.24753025172674
2026-01-04T02:45:29.761Z,-80.292427,-29.245440256073795
2026-01-04T02:45:29.962Z,-73.857841,-26.705166973139324
2026-01-04T02:45:30.161Z,-79.676941,-28.99981419046548
2026-01-04T02:45:30.370Z,-83.565674,-30.561863505406805
2026-01-04T02:45:30.581Z,-77.215012,-28.023053855996853
2026-01-04T02:45:30.772Z,-81.35553,-29.671096906041292
2026-01-04T02:45:30.983Z,-81.915062,-29.895852135874105
2026-01-04T02:45:31.180Z,-81.635292,-29.783409840641287
2026-01-04T02:45:31.385Z,-76.879295,-27.890551612134455
2026-01-04T02:45:31.586Z,-72.906639,-26.33455786078692
2026-01-04T02:45:31.781Z,-68.850052,-24.766982156749812
2026-01-04T02:45:31.982Z,-67.730995,-24.33806774200332
2026-01-04T02:45:32.179Z,-78.50193,-28.53250452392924
2026-01-04T02:45:32.378Z,-80.516235,-29.334902860388546
2026-01-04T02:45:32.577Z,-77.99836,-28.332866351682625
2026-01-04T02:45:32.780Z,-78.39003,-28.48810966409115
2026-01-04T02:45:32.977Z,-69.073868,-24.852943924451775
2026-01-04T02:45:33.184Z,-78.557884,-28.554710554630265
2026-01-04T02:45:33.379Z,-68.738152,-24.724026661078614
2026-01-04T02:45:33.584Z,-71.619728,-25.83502687539227
2026-01-04T02:45:33.783Z,-78.054306,-28.355027336132224
2026-01-04T02:45:33.996Z,-78.39003,-28.48810966409115
2026-01-04T02:45:34.179Z,-69.35363,-24.960477158923585
2026-01-04T02:45:34.399Z,-67.227425,-24.14553294947974
2026-01-04T02:45:34.598Z,-75.872147,-27.494012773027837
2026-01-04T02:45:34.790Z,-80.572189,-29.357281571468057
2026-01-04T02:45:34.989Z,-69.857208,-25.154276805116307
2026-01-04T02:45:35.194Z,-74.417374,-26.92373669838698
2026-01-04T02:45:35.390Z,-73.130455,-26.421654063997046
2026-01-04T02:45:35.592Z,-77.438828,-28.1114811644413
2026-01-04T02:45:35.797Z,-69.241722,-24.917451387318902
2026-01-04T02:45:35.997Z,-77.270966,-28.045153863949462
2026-01-04T02:45:36.195Z,-74.86499,-27.098893605103274
2026-01-04T02:45:36.392Z,-77.382874,-28.089367512073515
2026-01-04T02:45:36.602Z,-69.7453,-25.11118301800421
2026-01-04T02:45:36.804Z,-76.599533,-27.780257720031113
2026-01-04T02:45:37.006Z,-75.928101,-27.516005579532848
2026-01-04T02:45:37.213Z,-75.368568,-27.29627722358669
2026-01-04T02:45:37.404Z,-76.767395,-27.84642249181051
2026-01-04T02:45:37.604Z,-73.130455,-26.421654063997046
2026-01-04T02:45:37.806Z,-66.7798,-23.974631380015605
2026-01-04T02:45:38.005Z,-79.397179,-28.88836073158628
2026-01-04T02:45:38.205Z,-72.682831,-26.24753025172674
2026-01-04T02:45:38.411Z,-70.83638,-25.531992521659376
2026-01-04T02:45:38.611Z,-76.655487,-27.80230816635922
2026-01-04T02:45:38.811Z,-77.550735,-28.155721760931513
2026-01-04T02:45:39.012Z,-74.976898,-27.14272716393972
2026-01-04T02:45:39.217Z,-79.17337,-28.79928427891612
2026-01-04T02:45:39.421Z,-75.816193,-27.472024359084052
2026-01-04T02:45:39.623Z,-78.725746,-28.621356778989455
2026-01-04T02:45:39.824Z,-80.180519,-29.20073668771944
2026-01-04T02:45:40.023Z,-68.402435,-24.59524244009348
2026-01-04T02:45:40.214Z,-73.074501,-26.39987385492641
2026-01-04T02:45:40.415Z,-69.35363,-24.960477158923585
2026-01-04T02:45:40.614Z,-70.02507,-25.218946046763044
2026-01-04T02:45:40.818Z,-80.740051,-29.42444723723068
2026-01-04T02:45:41.024Z,-83.957344,-30.72056865501012
2026-01-04T02:45:41.225Z,-79.844803,-29.066745874561555
2026-01-04T02:45:41.430Z,-75.200714,-27.230445923839657
2026-01-04T02:45:41.623Z,-81.579346,-29.760939759853322
2026-01-04T02:45:41.821Z,-74.976898,-27.14272716393972
2026-01-04T02:45:42.037Z,-75.424522,-27.318230708104263
2026-01-04T02:45:42.228Z,-78.949554,-28.710281109489987
2026-01-04T02:45:42.435Z,-75.592384,-27.38411726004732
2026-01-04T02:45:42.634Z,-81.243622,-29.626205577556526
2026-01-04T02:45:42.831Z,-76.711441,-27.824363088286933
2026-01-04T02:45:43.038Z,-76.935249,-27.912624495867092
2026-01-04T02:45:43.229Z,-76.487625,-27.736170230232247
2026-01-04T02:45:43.430Z,-74.193558,-26.836257118784083
2026-01-04T02:45:43.629Z,-80.236473,-29.2230860329515
2026-01-04T02:45:43.829Z,-77.159065,-28.00096114792239
2026-01-04T02:45:44.032Z,-77.830498,-28.266401597599486
2026-01-04T02:45:44.242Z,-70.892334,-25.55361255994725
2026-01-04T02:45:44.445Z,-82.278755,-30.042213909241553
2026-01-04T02:45:44.638Z,-84.796631,-31.061533085413924
2026-01-04T02:45:44.851Z,-81.187675,-29.60377022088027
2026-01-04T02:45:45.052Z,-78.50193,-28.53250452392924
2026-01-04T02:45:45.247Z,-72.291161,-26.095386122507957
2026-01-04T02:45:45.440Z,-72.906639,-26.33455786078692
2026-01-04T02:45:45.655Z,-73.130455,-26.421654063997046
2026-01-04T02:45:45.848Z,-71.172104,-25.6617713749412
2026-01-04T02:45:46.054Z,-78.725746,-28.621356778989455
2026-01-04T02:45:46.244Z,-71.563774,-25.81335571356079
